Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
435,Software,26,0,2,Yes,Diplomat,2,2.84,64000,6
436,Software,50,1,5,Yes,Sentinel,1,3.63,67000,7
437,Hardware,33,0,5,Yes,Sentinel,5,3.90,98000,9
438,Software,43,1,1,No,Diplomat,4,2.57,80400,9
439,Hardware,42,0,2,Yes,Sentinel,4,3.30,107000,8
440,Software,55,1,1,Yes,Explorer,4,2.13,88000,9
441,Software,44,0,2,Yes,Diplomat,5,3.10,122000,9
442,Software,52,0,2,Yes,Diplomat,0,2.37,70000,5
443,Software,23,0,6,No,Sentinel,2,2.87,38000,5
444,Hardware,52,0,1,Yes,Explorer,2,2.95,87000,6
445,Software,48,0,2,No,Explorer,0,2.88,86000,5
446,Software,44,0,2,No,Explorer,6,3.04,75000,4
447,Software,57,0,8,Yes,Explorer,4,3.32,87000,10
448,Software,39,0,10,Yes,Diplomat,5,2.75,122000,8
449,Hardware,32,1,1,Yes,Diplomat,0,1.15,51600,4
450,Software,22,0,1,Yes,Diplomat,2,2.38,56000,5
451,Hardware,28,0,1,Yes,Diplomat,3,4.00,88000,10
452,Software,34,0,1,No,Diplomat,5,3.15,72000,9
453,Hardware,24,0,2,No,Sentinel,4,2.71,63000,4
454,Software,23,0,2,Yes,Diplomat,5,3.08,77000,8
455,Hardware,63,1,2,Yes,Explorer,4,1.30,57400,6
456,Hardware,26,1,8,No,Explorer,1,1.12,44800,5
457,Hardware,36,0,2,Yes,Explorer,2,2.62,69000,4
458,Software,37,0,7,Yes,Sentinel,2,3.28,82000,5
459,Software,38,0,1,No,Diplomat,4,1.44,58000,7
460,Software,44,0,3,Yes,Diplomat,1,1.63,60000,7
461,Hardware,55,0,2,Yes,Diplomat,3,1.30,88000,8
462,Software,40,0,2,Yes,Sentinel,6,2.04,80000,6
463,Software,47,1,2,Yes,Analyst,1,1.70,54600,2
464,Software,38,0,2,Yes,Explorer,5,2.49,111000,8
465,Hardware,60,0,5,Yes,Explorer,5,1.9,70000,10
466,Software,34,0,2,Yes,Diplomat,4,3.97,111000,7
467,Hardware,58,0,3,Yes,Diplomat,4,3.45,110000,10
468,Software,36,0,2,No,Sentinel,1,2.96,55000,5
469,Software,45,0,2,Yes,Analyst,4,3.86,142000,8
470,Software,52,1,1,No,Explorer,4,1.39,62600,8
471,Hardware,61,1,2,Yes,Sentinel,4,1.95,66800,5
472,Software,53,1,3,Yes,Analyst,5,2.98,88400,5
473,Software,52,0,1,Yes,Explorer,1,3.61,89000,5
474,Hardware,42,1,2,No,Explorer,0,3.34,54600,7
475,Software,50,0,7,No,Explorer,0,3.94,99000,7
476,Software,23,0,2,Yes,Explorer,2,1.23,37000,4
477,Software,43,0,6,Yes,Explorer,2,2.68,93000,9
478,Software,51,0,1,Yes,Explorer,2,2.59,88000,10
479,Software,49,0,2,Yes,Explorer,2,2.66,66000,8
480,Software,22,0,1,Yes,Diplomat,4,2.48,63000,9
481,Software,41,0,2,Yes,Sentinel,1,1.70,48000,3
482,Software,27,0,1,Yes,Explorer,1,3.37,46000,9
483,Software,28,1,8,No,Sentinel,2,3.09,38400,4
484,Software,48,0,1,Yes,Explorer,1,2.74,88000,8
485,Hardware,36,1,2,No,Diplomat,0,2.66,65800,5
486,Hardware,48,1,1,Yes,Explorer,2,2.81,94400,6
487,Software,55,0,1,Yes,Explorer,0,2.93,61000,8
488,Software,37,1,2,No,Diplomat,4,3.10,89600,8
489,Software,31,1,2,Yes,Diplomat,0,3.72,60800,6
490,Software,42,0,1,Yes,Diplomat,4,2.66,92000,9
491,Hardware,28,0,2,Yes,Diplomat,0,2.7,34000,3
492,Hardware,29,1,1,Yes,Explorer,0,4.00,84200,5
493,Software,41,0,2,Yes,Analyst,4,2.28,81000,6
494,Software,25,0,1,Yes,Diplomat,2,2.77,62000,7
495,Hardware,59,1,1,Yes,Sentinel,0,3.68,51200,6
496,Software,43,1,2,Yes,Explorer,6,2.92,98400,10
497,Software,36,1,1,Yes,Diplomat,1,2.71,83800,5
498,Software,32,0,2,Yes,Sentinel,2,2.81,54000,5
499,Software,26,0,1,Yes,Sentinel,4,3.78,71000,8
500,Hardware,24,0,2,Yes,Explorer,0,1.46,39000,3
501,Software,27,0,3,Yes,Explorer,1,2.81,67000,6
502,Software,31,1,1,Yes,Explorer,2,1.11,75800,5
503,Software,42,1,1,Yes,Explorer,2,1.36,61600,4
504,Software,27,1,1,Yes,Diplomat,5,3.51,78600,8
505,Hardware,49,1,2,Yes,Diplomat,3,3.93,125200,8
506,Software,23,1,2,Yes,Analyst,1,1.58,33400,3
507,Hardware,47,1,1,Yes,Diplomat,5,1.92,81600,8
508,Hardware,31,1,4,Yes,Diplomat,2,1.47,61800,6
509,Software,43,1,1,No,Analyst,3,1.75,48400,4
510,Hardware,64,1,12,No,Diplomat,3,1.67,54200,5
511,Hardware,30,0,2,Yes,Diplomat,1,1.59,67000,6
512,Software,41,1,10,Yes,Explorer,5,2.15,105800,8
513,Hardware,50,1,1,No,Diplomat,2,3.63,73000,8
514,Hardware,54,0,4,No,Explorer,2,1.40,70000,5
515,Software,54,0,5,Yes,Explorer,1,2.62,54000,7
516,Software,42,1,2,Yes,Explorer,1,2.95,48600,7
517,Hardware,64,0,1,No,Analyst,3,2.14,51000,3
518,Hardware,59,0,2,Yes,Analyst,1,2.80,58000,7
519,Software,41,0,1,Yes,Sentinel,2,2.68,41000,3
520,Hardware,55,0,2,Yes,Explorer,2,1.59,80000,6
521,Software,36,1,1,Yes,Diplomat,4,2.6,64800,4
522,Software,25,0,1,No,Analyst,4,2.69,26000,4
523,Hardware,59,0,2,Yes,Diplomat,2,4.00,102000,8
524,Software,46,1,4,Yes,Diplomat,0,2.32,72800,5
525,Hardware,33,0,1,Yes,Explorer,1,3.70,107000,9
526,Software,56,0,3,Yes,Explorer,2,3.36,65000,5
527,Hardware,43,0,1,Yes,Diplomat,2,3,77000,4
528,Software,43,0,1,Yes,Analyst,1,3.57,83000,6
529,Software,45,1,2,Yes,Explorer,5,2.58,96000,9
530,Software,44,1,1,Yes,Explorer,3,3.58,114200,9
531,Software,31,1,1,Yes,Explorer,6,2.40,84800,9
532,Software,49,1,9,No,Explorer,2,3.74,76200,6
533,Software,40,0,1,Yes,Sentinel,5,2.89,83000,9
534,Hardware,53,0,2,Yes,Analyst,0,4.00,53000,6
535,Software,45,0,11,Yes,Analyst,2,1.40,69000,6
536,Software,43,1,5,Yes,Analyst,3,1.58,60400,5
537,Hardware,49,1,1,Yes,Analyst,2,1.28,50200,3
538,Software,38,1,2,Yes,Diplomat,5,1.68,68400,7
539,Hardware,49,0,1,Yes,Explorer,3,2.84,112000,9
540,Software,25,0,2,Yes,Diplomat,1,1.89,55000,4
541,Hardware,30,0,1,Yes,Explorer,5,3.78,87000,9
542,Software,25,0,1,No,Analyst,1,3.98,54000,4
543,Software,35,1,2,Yes,Diplomat,0,3.56,75000,4
544,Software,24,1,1,Yes,Sentinel,5,2.71,69200,4
545,Software,26,1,9,No,Diplomat,3,3.58,73800,8
546,Software,24,0,6,Yes,Sentinel,3,3.82,54000,8
547,Software,28,1,3,Yes,Diplomat,5,1.58,88400,6
548,Hardware,60,0,12,Yes,Explorer,1,2.31,77000,9
549,Hardware,58,0,1,Yes,Sentinel,2,3.16,84000,5
550,Software,39,0,5,Yes,Diplomat,2,2.02,54000,5
551,Software,27,0,2,Yes,Explorer,3,3.70,103000,9
552,Hardware,59,0,1,Yes,Explorer,0,3.48,69000,6
553,Software,37,1,2,Yes,Explorer,2,2.03,70600,7
554,Software,43,0,3,No,Explorer,2,2.53,78000,6
555,Software,32,0,2,Yes,Diplomat,2,2.13,63000,3
556,Software,30,0,10,Yes,Explorer,2,3.96,78000,9
557,Software,51,0,1,Yes,Diplomat,4,3.81,130000,9
558,Hardware,54,1,1,No,Explorer,4,2.00,63200,4
559,Software,35,0,2,Yes,Explorer,0,2.98,51000,3
560,Software,56,1,2,Yes,Explorer,5,1.25,70800,5
561,Software,32,1,10,Yes,Diplomat,1,2.3,47600,4
562,Hardware,47,0,2,Yes,Diplomat,1,1.77,69000,5
563,Hardware,30,0,1,Yes,Explorer,5,3.03,95000,9
564,Software,29,0,2,Yes,Analyst,1,2.83,49000,5
565,Hardware,42,0,9,Yes,Sentinel,1,3.00,65000,6
566,Software,30,1,2,No,Explorer,6,2.55,60000,10
567,Hardware,27,0,10,Yes,Analyst,0,4.00,58000,7
568,Software,38,0,2,Yes,Diplomat,2,2.01,48000,8
569,Hardware,38,0,10,Yes,Diplomat,2,4.00,128000,9
570,Hardware,27,0,1,Yes,Explorer,5,2.2,67000,6
571,Hardware,55,0,1,No,Sentinel,2,1.63,63000,5
572,Software,28,0,2,Yes,Diplomat,5,1.4,54000,10
573,Software,24,1,2,Yes,Explorer,2,2.41,57200,10
574,Software,47,0,5,Yes,Sentinel,2,2.95,66000,6
575,Software,22,0,2,Yes,Sentinel,1,2.69,40000,4
576,Hardware,59,0,2,Yes,Explorer,2,2.16,90000,8
577,Software,51,0,1,No,Explorer,1,2.05,69000,4
578,Hardware,43,1,2,Yes,Diplomat,4,2.17,73400,7
579,Software,34,0,2,No,Explorer,2,3.42,71000,6
580,Hardware,49,0,2,Yes,Sentinel,3,2.89,86000,6
581,Software,24,0,2,Yes,Diplomat,4,2.67,63000,10
582,Software,51,1,1,Yes,Sentinel,6,1.74,66800,7
583,Hardware,33,0,2,Yes,Diplomat,4,2.05,91000,6
584,Software,44,0,2,Yes,Explorer,0,3.94,98000,6
585,Software,34,0,2,Yes,Diplomat,1,1.86,53000,8
586,Software,48,0,1,Yes,Explorer,6,1.33,124000,8
587,Software,45,0,2,Yes,Explorer,4,1.84,86000,9
588,Hardware,25,0,2,No,Diplomat,3,1.66,56000,8
589,Software,54,0,1,Yes,Diplomat,5,2.63,132000,8
590,Software,29,0,1,Yes,Diplomat,1,1.19,52000,4
591,Hardware,41,1,2,Yes,Sentinel,2,2.15,67800,4
592,Software,36,0,2,Yes,Explorer,1,1.83,71000,4
593,Software,33,0,1,Yes,Sentinel,2,2.54,50000,3
594,Hardware,56,0,4,Yes,Explorer,2,2.83,78000,7
595,Software,35,0,1,Yes,Diplomat,5,2.40,76000,9
596,Hardware,44,0,2,Yes,Diplomat,1,3.14,70000,6
597,Software,51,0,10,Yes,Explorer,5,2.9,93000,9
598,Software,45,0,3,Yes,Explorer,2,3.73,91000,6
599,Software,37,0,1,Yes,Diplomat,4,2.35,95000,10
600,Hardware,53,0,1,Yes,Sentinel,2,3.05,110000,6
601,Hardware,40,1,2,Yes,Explorer,2,1.51,79000,4
602,Hardware,47,0,1,No,Explorer,4,2.41,77000,5
603,Software,24,0,2,No,Diplomat,4,1.93,43000,4
604,Hardware,25,1,6,Yes,Diplomat,2,4.00,64000,9
605,Hardware,26,0,1,Yes,Explorer,3,4.00,59000,8
606,Software,49,0,1,No,Analyst,2,3.55,68000,4
607,Hardware,43,1,2,No,Analyst,0,2.29,38400,3
608,Software,30,0,9,Yes,Diplomat,2,2.71,82000,9
609,Software,33,0,1,Yes,Sentinel,2,2.84,65000,3
610,Software,51,0,2,Yes,Explorer,4,3.74,108000,8
611,Software,56,0,2,No,Diplomat,2,3.72,84000,7
612,Software,42,1,1,Yes,Diplomat,1,1.91,49600,6
613,Hardware,52,1,2,Yes,Explorer,4,3.23,128600,9
614,Hardware,64,0,1,Yes,Explorer,2,3.16,66000,6
615,Hardware,51,0,2,Yes,Sentinel,3,1.43,61000,3
616,Software,39,1,2,Yes,Explorer,3,2.91,77200,9
617,Software,24,0,2,Yes,Diplomat,4,2.45,68000,7
618,Hardware,58,0,2,Yes,Explorer,3,2.59,76000,5
619,Software,32,0,2,Yes,Explorer,5,3.28,101000,10
620,Software,35,0,7,Yes,Explorer,3,3.24,80000,8
621,Software,37,0,1,No,Diplomat,4,3.46,65000,6
622,Software,45,0,1,No,Diplomat,2,2.27,84000,4
623,Software,51,1,2,Yes,Sentinel,1,2.06,64800,4
624,Software,42,0,1,Yes,Analyst,1,3.64,93000,6
625,Hardware,55,0,7,Yes,Sentinel,1,2.18,74000,4
626,Software,52,0,1,Yes,Analyst,5,3.84,98000,8
627,Software,47,1,1,No,Sentinel,1,2.18,51600,3
628,Hardware,60,0,2,Yes,Analyst,4,1.37,68000,6
629,Software,45,1,1,Yes,Explorer,3,2.97,72000,6
630,Hardware,44,1,1,Yes,Diplomat,2,4.00,83200,10
631,Hardware,44,1,2,No,Diplomat,3,2.53,70200,4
632,Hardware,41,0,1,No,Sentinel,4,3.06,60000,5
633,Software,53,1,2,Yes,Diplomat,3,1.18,55400,5
634,Hardware,58,0,4,Yes,Sentinel,1,3.01,45000,2
635,Hardware,34,1,5,Yes,Sentinel,3,3.23,77200,5
636,Hardware,46,0,2,Yes,Diplomat,1,2.56,70000,7
637,Software,53,1,1,Yes,Analyst,5,1.84,71400,6
638,Hardware,38,0,1,Yes,Analyst,6,2.14,71000,5
639,Software,37,0,8,Yes,Diplomat,4,3.17,141000,8
640,Hardware,53,0,2,Yes,Diplomat,4,3.34,103000,10
641,Hardware,50,1,7,Yes,Diplomat,4,2.90,119000,9
642,Software,22,1,3,Yes,Explorer,6,1.85,72600,10
643,Hardware,25,0,2,Yes,Explorer,5,3.77,55000,8
644,Software,48,1,1,Yes,Explorer,6,3.17,101400,9
645,Software,31,0,4,Yes,Explorer,3,2.94,80000,7
646,Software,50,1,1,Yes,Explorer,2,3.43,88000,10
647,Hardware,52,0,4,Yes,Explorer,4,2.60,103000,9
648,Software,34,0,2,No,Diplomat,3,2.01,59000,7
649,Hardware,42,0,2,Yes,Diplomat,5,1.33,112000,10
650,Software,29,1,1,No,Sentinel,6,3.04,45200,3
651,Hardware,54,0,1,Yes,Sentinel,2,2.78,98000,5
652,Hardware,31,0,2,Yes,Diplomat,5,2.25,78000,7
653,Software,22,0,1,Yes,Explorer,0,1.59,49000,4
654,Software,33,0,1,No,Diplomat,0,1.68,47000,4
655,Software,21,1,1,Yes,Explorer,3,2.04,71800,4
656,Software,42,0,10,Yes,Explorer,3,1.46,104000,9
657,Software,30,0,1,Yes,Diplomat,2,2.06,69000,4
658,Hardware,49,1,1,Yes,Diplomat,4,3.22,102200,9
659,Software,50,1,3,Yes,Explorer,0,3.84,71000,7
660,Hardware,38,0,2,Yes,Diplomat,5,2.09,120000,9
661,Software,30,0,2,Yes,Explorer,3,1.56,59000,5
662,Hardware,38,0,1,Yes,Explorer,2,4.00,98000,9
663,Software,37,0,6,No,Explorer,0,3.76,68000,6
664,Software,46,0,10,Yes,Explorer,3,1.85,81000,6
665,Software,40,0,2,Yes,Analyst,0,1.87,69000,4
666,Software,29,0,1,Yes,Sentinel,2,1.45,36000,2
667,Software,53,1,1,No,Diplomat,5,2.12,75400,10
668,Software,25,0,1,Yes,Explorer,4,3.47,73000,7
669,Hardware,41,1,5,Yes,Diplomat,1,3.03,62800,9
670,Hardware,64,0,1,Yes,Sentinel,1,1.62,50000,2
671,Hardware,58,0,1,Yes,Explorer,3,1.90,81000,6
672,Hardware,34,1,1,Yes,Analyst,2,2.59,55200,4
673,Software,48,1,1,Yes,Diplomat,4,1.80,75400,7
674,Software,48,0,1,Yes,Diplomat,3,2.82,94000,8
675,Software,39,1,1,Yes,Explorer,1,1.50,59200,3
676,Software,32,0,2,Yes,Explorer,3,3.19,81000,8
677,Software,29,0,2,Yes,Explorer,1,1.42,46000,5
678,Software,52,1,1,Yes,Diplomat,1,2.62,81600,3
679,Software,25,1,2,Yes,Diplomat,6,2.27,72000,9
680,Hardware,55,0,2,Yes,Sentinel,1,1.51,74000,4
681,Software,28,0,2,Yes,Diplomat,2,1.28,58000,5
682,Hardware,46,1,3,Yes,Explorer,2,2.9,73800,4
683,Software,38,0,2,No,Explorer,4,2.23,68000,8
684,Hardware,51,1,2,Yes,Diplomat,1,1.93,87800,8
685,Hardware,62,0,8,Yes,Diplomat,3,2.24,104000,9
686,Hardware,30,0,2,No,Diplomat,2,2.99,59000,8
687,Hardware,61,0,2,Yes,Explorer,1,3.70,85000,7
688,Hardware,62,0,2,Yes,Explorer,3,1.64,118000,7
689,Software,30,1,1,Yes,Explorer,4,3.38,90000,7
690,Software,25,0,1,Yes,Diplomat,3,1.63,60000,4
691,Software,32,0,2,Yes,Explorer,1,3.92,73000,9
692,Software,52,1,2,Yes,Diplomat,3,3.34,72600,9
693,Software,45,0,1,No,Diplomat,3,1.80,69000,6
694,Software,48,1,1,Yes,Analyst,0,1.12,49400,3
695,Software,51,0,1,Yes,Explorer,1,3.05,77000,5
696,Hardware,44,0,2,No,Diplomat,0,2.76,64000,6
697,Hardware,27,0,2,Yes,Explorer,3,1.64,60000,5
698,Hardware,52,0,2,No,Diplomat,0,1.32,52000,3
699,Hardware,65,1,2,Yes,Explorer,2,3.99,72000,8
700,Software,56,1,2,Yes,Explorer,0,2.25,35800,6
701,Hardware,53,0,9,No,Analyst,4,3.1,46000,5
702,Software,36,1,1,No,Explorer,2,1.43,49800,7
703,Software,56,1,2,Yes,Sentinel,2,2.08,50800,3
704,Hardware,56,0,2,Yes,Explorer,3,1.76,89000,9
705,Hardware,38,1,7,Yes,Explorer,2,2.48,74400,9
706,Software,55,1,1,Yes,Sentinel,4,1.28,57000,3
707,Software,36,0,2,Yes,Diplomat,1,1.30,47000,4
708,Hardware,36,0,6,Yes,Diplomat,1,1.31,66000,7
709,Hardware,30,0,1,Yes,Explorer,5,1.36,82000,6
710,Hardware,35,0,2,Yes,Diplomat,5,1.88,101000,10
711,Software,37,0,2,Yes,Sentinel,1,2.04,57000,3
712,Software,48,1,1,Yes,Sentinel,3,2.16,52400,3
713,Software,43,0,1,Yes,Sentinel,6,3.50,127000,7
714,Software,38,1,3,Yes,Sentinel,1,2.35,59400,4
715,Software,27,1,1,Yes,Analyst,4,2.21,42600,3
716,Software,51,1,1,Yes,Diplomat,3,2.69,66800,9
717,Software,24,0,2,Yes,Diplomat,2,1.41,51000,6
718,Software,41,1,1,Yes,Sentinel,3,1.78,56800,5
719,Software,47,0,1,Yes,Diplomat,3,2.26,107000,9
720,Hardware,37,0,8,No,Sentinel,3,2.90,60000,8
721,Software,29,1,2,Yes,Explorer,1,3.83,66200,6
722,Hardware,64,0,2,No,Diplomat,1,2.44,48000,4
723,Software,23,0,2,Yes,Diplomat,1,3.28,33000,6
724,Hardware,35,1,2,No,Explorer,6,1.52,79000,9
725,Hardware,24,0,7,Yes,Explorer,2,2.27,63000,6
726,Hardware,59,1,1,Yes,Explorer,0,1.65,64200,4
727,Software,35,0,4,Yes,Diplomat,5,2.54,122000,8
728,Hardware,51,0,2,Yes,Explorer,2,1.87,79000,10
729,Software,50,1,1,Yes,Explorer,3,1.79,67000,7
730,Software,30,0,1,Yes,Sentinel,3,2.89,56000,5
731,Software,25,0,6,Yes,Analyst,4,3.54,58000,3
732,Hardware,61,0,1,Yes,Explorer,2,3.99,94000,7
733,Hardware,27,0,1,No,Explorer,2,2.40,49000,6
734,Hardware,56,0,12,Yes,Explorer,0,3.17,71000,7
735,Software,21,0,2,Yes,Sentinel,2,3.51,50000,7
736,Software,32,0,1,Yes,Explorer,5,3.07,113000,9
737,Hardware,61,0,5,Yes,Explorer,4,4.00,130000,9
738,Software,24,1,6,No,Diplomat,0,2.88,40200,4
739,Software,45,1,2,Yes,Analyst,3,2.93,70000,5
740,Software,56,0,2,Yes,Explorer,5,2.3,85000,9
741,Software,46,1,1,Yes,Analyst,6,1.35,65800,4
742,Hardware,38,0,3,Yes,Sentinel,1,3.48,61000,5
743,Hardware,56,0,2,Yes,Sentinel,1,3.02,43000,4
744,Software,38,0,1,Yes,Explorer,2,3.60,87000,7
745,Software,35,0,2,Yes,Explorer,4,2.79,80000,4
746,Hardware,54,0,1,Yes,Explorer,4,2.46,77000,7
747,Software,30,1,1,No,Explorer,1,3.15,47000,5
748,Hardware,34,1,1,Yes,Explorer,2,2.63,74200,6
749,Hardware,58,0,1,No,Explorer,2,2.19,69000,4
750,Hardware,61,0,2,Yes,Diplomat,1,2.78,79000,6
751,Hardware,51,1,2,No,Sentinel,2,2.09,54800,2
752,Software,21,1,4,No,Analyst,3,2.90,41800,4
753,Software,48,0,2,Yes,Diplomat,1,1.59,57000,5
754,Hardware,52,1,2,Yes,Explorer,4,4.00,98600,10
755,Hardware,51,0,1,Yes,Explorer,2,1.57,64000,4
756,Hardware,35,0,2,Yes,Diplomat,2,2.27,58000,8
757,Software,41,0,1,Yes,Sentinel,6,2.73,70000,6
758,Hardware,51,0,1,No,Analyst,1,1.86,57000,4
759,Hardware,42,0,1,Yes,Sentinel,0,4.00,79000,3
760,Software,45,0,2,Yes,Diplomat,5,3.68,155000,7
761,Hardware,32,0,1,Yes,Analyst,4,2.48,52000,2
762,Hardware,31,0,2,Yes,Explorer,1,3.81,52000,2
763,Hardware,60,1,2,No,Explorer,3,1.83,67000,3
764,Software,27,1,2,Yes,Sentinel,4,2.99,63600,4
765,Hardware,62,0,7,Yes,Explorer,3,1.37,65000,6
766,Hardware,32,1,1,Yes,Explorer,1,1.71,43600,4
767,Hardware,44,0,2,Yes,Diplomat,1,1.93,64000,7
768,Software,41,0,2,Yes,Explorer,3,3.25,93000,7
769,Software,40,1,2,Yes,Diplomat,3,3.84,86000,6
770,Software,55,0,4,Yes,Diplomat,1,1.46,71000,4
771,Hardware,51,0,8,Yes,Diplomat,3,2.63,130000,8
772,Hardware,37,1,1,Yes,Explorer,1,2.54,56600,4
773,Hardware,54,0,2,Yes,Diplomat,3,3.39,122000,7
774,Software,31,0,4,Yes,Explorer,1,1.99,46000,7
775,Hardware,59,0,1,Yes,Explorer,4,2.18,93000,4
776,Hardware,32,1,2,Yes,Explorer,3,1.57,77600,5
777,Hardware,49,1,2,Yes,Explorer,1,2.33,95200,5
778,Hardware,37,0,1,Yes,Diplomat,1,1.48,67000,4
779,Hardware,61,0,2,Yes,Analyst,3,1.98,70000,4
780,Hardware,29,0,1,No,Diplomat,0,3.06,55000,3
781,Software,39,1,8,Yes,Diplomat,3,1.32,77200,8
782,Software,26,1,4,No,Sentinel,1,3.11,40800,5
783,Software,39,0,1,No,Explorer,6,2.53,93000,8
784,Software,22,0,2,Yes,Explorer,1,3.70,60000,5
785,Software,39,1,5,Yes,Diplomat,1,1.70,52200,9
786,Software,53,1,1,Yes,Explorer,3,2.7,63400,3
787,Software,26,1,2,Yes,Diplomat,5,2.48,82800,10
788,Hardware,32,0,1,Yes,Explorer,1,2.64,51000,5
789,Software,31,1,2,No,Explorer,2,3.01,51800,3
790,Hardware,40,1,2,Yes,Sentinel,1,1.51,50000,3
791,Software,47,0,1,Yes,Explorer,3,3.70,109000,9
792,Hardware,33,1,1,No,Explorer,2,2.22,56400,4
793,Software,35,1,2,Yes,Explorer,3,3.05,68000,4
794,Software,24,0,2,Yes,Sentinel,3,2.04,43000,3
795,Software,30,0,2,Yes,Diplomat,2,3.76,82000,9
796,Software,30,1,4,Yes,Explorer,5,3.08,80000,10
797,Hardware,25,0,4,Yes,Sentinel,4,2.62,46000,7
798,Hardware,54,0,2,Yes,Explorer,2,3.44,80000,7
799,Hardware,52,0,11,Yes,Explorer,1,3.17,106000,7
800,Hardware,63,0,10,Yes,Diplomat,2,2.19,88000,10
801,Software,23,1,2,Yes,Diplomat,2,3.27,77400,7
802,Hardware,52,0,3,Yes,Analyst,0,2.38,54000,3
803,Software,39,1,1,Yes,Sentinel,2,2.50,65200,4
804,Hardware,48,0,1,Yes,Sentinel,2,4.00,83000,5
805,Hardware,44,0,2,No,Explorer,6,2.12,103000,8
806,Software,43,0,2,Yes,Explorer,1,3.53,84000,9
807,Hardware,37,0,2,Yes,Explorer,1,2.82,98000,5
808,Software,40,0,2,Yes,Explorer,1,2.96,62000,4
809,Software,52,0,1,Yes,Analyst,5,2.3,78000,5
810,Hardware,62,1,10,Yes,Diplomat,1,2.26,55600,5
811,Hardware,33,1,2,Yes,Diplomat,4,3.96,70400,9
812,Software,30,1,1,Yes,Diplomat,3,3.27,95000,7
813,Hardware,41,1,2,No,Diplomat,3,2.45,62800,5
814,Software,50,1,2,Yes,Sentinel,1,3.38,53000,2
815,Software,50,1,1,Yes,Analyst,3,2.79,73000,3
816,Software,46,0,2,Yes,Diplomat,2,3.72,116000,6
817,Software,23,1,2,Yes,Explorer,3,1.13,51400,4
818,Software,32,0,4,Yes,Sentinel,1,2.37,50000,3
819,Software,32,1,1,Yes,Analyst,4,2.83,50600,6
820,Hardware,65,1,5,Yes,Explorer,2,3.64,72000,9
821,Hardware,41,0,1,Yes,Analyst,4,2.15,52000,3
822,Software,39,0,1,Yes,Diplomat,3,2.23,100000,9
823,Software,53,0,2,Yes,Explorer,3,1.71,101000,10
824,Hardware,27,0,2,Yes,Analyst,2,2.93,52000,5
825,Software,42,0,2,Yes,Explorer,0,3.74,85000,7
826,Hardware,41,0,1,Yes,Diplomat,2,3.63,89000,8
827,Hardware,28,1,2,Yes,Diplomat,3,2.82,90400,9
828,Hardware,55,0,1,Yes,Explorer,1,2.31,99000,5
829,Software,29,1,1,Yes,Diplomat,3,2.42,79200,5
830,Software,29,1,2,Yes,Explorer,0,3.37,52200,6
831,Software,43,1,1,Yes,Diplomat,3,2.35,53400,9
832,Hardware,60,0,1,Yes,Explorer,2,2.76,69000,6
833,Software,48,1,2,Yes,Explorer,1,2.50,80400,4
834,Software,33,0,2,Yes,Analyst,2,1.98,53000,4
835,Hardware,42,1,5,No,Diplomat,1,4.00,79600,7
836,Hardware,34,0,1,No,Explorer,0,2.03,45000,4
837,Hardware,43,1,12,Yes,Analyst,2,1.30,60400,6
838,Software,28,1,7,No,Explorer,6,1.91,96400,10
839,Software,38,0,2,Yes,Explorer,0,3.96,67000,5
840,Software,41,1,1,Yes,Diplomat,2,2.52,72800,7
841,Software,50,0,7,Yes,Diplomat,3,3.11,91000,8
842,Software,23,0,1,Yes,Explorer,5,3.14,74000,9
843,Software,48,1,2,Yes,Analyst,1,3.31,93400,5
844,Software,35,0,2,Yes,Sentinel,3,2.04,64000,4
845,Hardware,34,0,1,No,Explorer,0,2.68,55000,5
846,Hardware,44,0,6,Yes,Diplomat,3,1.35,110000,6
847,Software,31,0,2,No,Analyst,2,2.69,42000,5
848,Software,46,1,2,Yes,Explorer,4,2.73,63800,7
849,Software,21,0,1,Yes,Sentinel,0,2.36,27000,3
850,Software,42,1,1,Yes,Diplomat,1,3.58,78600,6
851,Software,57,1,2,No,Explorer,3,2.74,79600,6
852,Software,33,1,2,Yes,Explorer,5,2.47,98400,10
853,Hardware,60,1,2,No,Explorer,2,1.61,44000,4
854,Hardware,57,0,1,Yes,Sentinel,2,1.51,60000,7
855,Software,22,1,2,Yes,Sentinel,3,2.52,45600,3
856,Software,46,0,1,Yes,Diplomat,2,1.35,63000,10
857,Hardware,33,1,2,Yes,Diplomat,2,3.18,55400,4
858,Software,46,1,1,Yes,Sentinel,4,3.33,93800,7
859,Hardware,63,0,1,No,Diplomat,0,2.42,36000,5
860,Software,36,1,1,Yes,Diplomat,1,1.98,74800,4
861,Hardware,37,1,1,No,Explorer,6,2.21,97600,5
862,Software,35,0,2,Yes,Explorer,2,2.11,70000,10
863,Hardware,32,0,2,Yes,Explorer,2,1.43,61000,4
864,Software,43,0,2,No,Explorer,4,3.86,82000,8
865,Software,36,0,2,Yes,Explorer,2,3.03,64000,6
866,Software,47,0,2,Yes,Explorer,4,3.39,102000,8
867,Software,55,1,2,Yes,Analyst,4,1.89,60000,4
868,Software,43,0,2,Yes,Analyst,2,2.58,37000,3
869,Hardware,41,0,2,Yes,Sentinel,1,1.58,60000,3
870,Software,29,1,10,Yes,Diplomat,4,1.34,66200,10
871,Hardware,25,0,2,No,Explorer,1,4.00,52000,8
